#separator:tab
#html:true
#columns:Word	WordAudio	Meaning	Sentence	SentenceAudio	Translation	Tags
#tags column:7
<ruby>国連<rt>こくれん</rt></ruby>	国連	United Nations; UN<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3291</div>	その<ruby>国<rt>くに</rt></ruby>は<b><ruby>国連<rt>こくれん</rt></ruby></b>に<ruby>援助<rt>えんじょ</rt></ruby>してくれるよう<ruby>訴<rt>うった</rt></ruby>えた。	その国は国連に援助してくれるよう訴えた。	The country appealed to the United Nations for help.	pos::noun rank::3001-3500
<ruby>塗装<rt>とそう</rt></ruby>	塗装	coating; painting<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3292</div>	<ruby>明日<rt>あした</rt></ruby>には<ruby>部屋<rt>へや</rt></ruby>の<b><ruby>塗装<rt>とそう</rt></ruby></b>が<ruby>行<rt>おこな</rt></ruby>われます。	明日には部屋の塗装が行われます。	The room will be painted tomorrow.	pos::noun rank::3001-3500
<ruby>大佐<rt>たいさ</rt></ruby>	大佐	colonel; (navy) captain<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3293</div>	<ruby>彼<rt>かれ</rt></ruby>は<b><ruby>大佐<rt>たいさ</rt></ruby></b>に<ruby>昇進<rt>しょうしん</rt></ruby>した。	彼は大佐に昇進した。	He advanced to colonel.	pos::noun rank::3001-3500
<ruby>大陸<rt>たいりく</rt></ruby>	大陸	continent<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3294</div>	ヨーロッパは<ruby>強力<rt>きょうりょく</rt></ruby>な<ruby>雑種<rt>ざっしゅ</rt></ruby><ruby>民族<rt>みんぞく</rt></ruby><b><ruby>大陸<rt>たいりく</rt></ruby></b>である。	ヨーロッパは強力な雑種民族大陸である。	Europe is a continent of energetic peoples.	pos::noun rank::3001-3500
<ruby>宅<rt>たく</rt></ruby>	宅	house; home<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3295</div>	<ruby>貴殿<rt>きでん</rt></ruby><b><ruby>宅<rt>たく</rt></ruby></b>の<ruby>水道<rt>すいどう</rt></ruby><ruby>水<rt>すい</rt></ruby>は<ruby>硬水<rt>こうすい</rt></ruby><ruby>過<rt>す</rt></ruby>ぎます。<ruby>軟水<rt>なんすい</rt></ruby>を<ruby>使用<rt>しよう</rt></ruby>しましょう。	貴殿宅の水道水は硬水過ぎます。軟水を使用しましょう。	Your tap water is too hard. Get a water softener.	pos::noun rank::3001-3500
<ruby>審議<rt>しんぎ</rt></ruby>	審議	deliberation; discussion; consideration<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3296</div>	<ruby>評決<rt>ひょうけつ</rt></ruby>は<ruby>公平<rt>こうへい</rt></ruby>な<b><ruby>審議<rt>しんぎ</rt></ruby></b>の<ruby>証拠<rt>しょうこ</rt></ruby>である。	評決は公平な審議の証拠である。	The verdict is a tribute to their fairness.	pos::noun rank::3001-3500
<ruby>役員<rt>やくいん</rt></ruby>	役員	director; executive<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3297</div>	<ruby>私<rt>わたし</rt></ruby>は<b><ruby>役員<rt>やくいん</rt></ruby></b>になった。	私は役員になった。	I became a director.	pos::noun rank::3001-3500
<ruby>性別<rt>せいべつ</rt></ruby>	性別	(distinction of) sex; gender<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3298</div>	<b><ruby>性別<rt>せいべつ</rt></ruby></b>で<ruby>人<rt>ひと</rt></ruby>を<ruby>分<rt>わ</rt></ruby>け<ruby>隔<rt>へだ</rt></ruby>てすべきでない。	性別で人を分け隔てすべきでない。	You should not discriminate against people because of their sex.	pos::noun rank::3001-3500
<ruby>悲<rt>かな</rt></ruby>しみ	悲しみ	sadness; sorrow; grief<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3299</div>	<ruby>彼女<rt>かのじょ</rt></ruby>の<b><ruby>悲<rt>かな</rt></ruby>しみ</b>に<ruby>気<rt>き</rt></ruby>づかなかった。	彼女の悲しみに気づかなかった。	We didn't notice her sorrow.	pos::noun rank::3001-3500
<ruby>撮<rt>と</rt></ruby>る	撮る	to take (a photograph)<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 3300</div>	この<ruby>番組<rt>ばんぐみ</rt></ruby>、ビデオに<ruby>録<rt>ろく</rt></ruby>っておいて。	この番組、ビデオに録っておいて。	Will you record this program on video for me?	pos::verb rank::3001-3500
<ruby>本質<rt>ほんしつ</rt></ruby>	本質	essence; true nature; substance<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3301</div>	その<ruby>問題<rt>もんだい</rt></ruby>について<ruby>相当<rt>そうとう</rt></ruby>に<ruby>長<rt>なが</rt></ruby>く<ruby>考<rt>かんが</rt></ruby>えてようやくその<b><ruby>本質<rt>ほんしつ</rt></ruby></b>が<ruby>見<rt>み</rt></ruby>えてきた。	その問題について相当に長く考えてようやくその本質が見えてきた。	I had to think about the problem for quite a while before I saw daylight.	pos::noun rank::3001-3500
<ruby>柱<rt>はしら</rt></ruby>	柱	pillar; post<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3302</div>	これらの<b><ruby>柱<rt>はしら</rt></ruby></b>が<ruby>舞台<rt>ぶたい</rt></ruby>を<ruby>支<rt>ささ</rt></ruby>えています。	これらの柱が舞台を支えています。	These pillars support the stage.	pos::noun rank::3001-3500
<ruby>根本<rt>こんぽん</rt></ruby>	根本	root; source; origin<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3303</div>	<ruby>想像<rt>そうぞう</rt></ruby><ruby>力<rt>りょく</rt></ruby>は、すべての<ruby>文明<rt>ぶんめい</rt></ruby>の<b><ruby>根本<rt>こんぽん</rt></ruby></b>である。	想像力は、すべての文明の根本である。	Imagination is the root of all civilization.	pos::noun rank::3001-3500
<ruby>栽培<rt>さいばい</rt></ruby>	栽培	cultivation<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3304</div>	ビニールハウスでトマトを<b><ruby>栽培<rt>さいばい</rt></ruby></b>しています。	ビニールハウスでトマトを栽培しています。	I grow tomatoes in plastic houses.	pos::noun rank::3001-3500
<ruby>比<rt>くら</rt></ruby>べる	比べる	to compare; to make a comparison (between)<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 3305</div>	この<ruby>作品<rt>さくひん</rt></ruby>は<ruby>君<rt>きみ</rt></ruby>の<ruby>前<rt>ぜん</rt></ruby>のに<b><ruby>比<rt>くら</rt></ruby>べ</b>て<ruby>進歩<rt>しんぽ</rt></ruby>している。	この作品は君の前のに比べて進歩している。	This work is an improvement on your last.	pos::verb rank::3001-3500
<ruby>気味<rt>きみ</rt></ruby>	気味	sensation; feeling<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3306</div>	その<ruby>事件<rt>じけん</rt></ruby>には<ruby>何<rt>なん</rt></ruby>となく<b><ruby>気味<rt>きみ</rt></ruby></b>の<ruby>悪<rt>わる</rt></ruby>いところがあった。	その事件には何となく気味の悪いところがあった。	There was something weird about the incident.	pos::noun rank::3001-3500
<ruby>濃<rt>こ</rt></ruby>い	濃い	deep (colour); dark<div style="font-size:12px;color:#a7aebb;margin-top:4px">i-adjective &middot; frequency rank 3307</div>	<ruby>霧<rt>きり</rt></ruby>がどんどん<b><ruby>濃<rt>こ</rt></ruby>く</b>なっている。	霧がどんどん濃くなっている。	The fog is growing thicker.	pos::i-adjective rank::3001-3500
<ruby>生成<rt>せいせい</rt></ruby>	生成	creation; generation; formation<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3308</div>	<ruby>毎日<rt>まいにち</rt></ruby><ruby>大量<rt>たいりょう</rt></ruby>の<ruby>二酸化炭素<rt>にさんかたんそ</rt></ruby>が<b><ruby>生成<rt>せいせい</rt></ruby></b>されている。	毎日大量の二酸化炭素が生成されている。	Massive amounts of carbon dioxide are generated every day.	pos::noun rank::3001-3500
<ruby>発音<rt>はつおん</rt></ruby>	発音	pronunciation<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3309</div>	<ruby>彼<rt>かれ</rt></ruby>の<b><ruby>発音<rt>はつおん</rt></ruby></b>は<ruby>決<rt>けっ</rt></ruby>して<ruby>完全<rt>かんぜん</rt></ruby>ではない。	彼の発音は決して完全ではない。	His pronunciation is far from perfect.	pos::noun rank::3001-3500
<ruby>盛<rt>さか</rt></ruby>り	盛り	height (e.g. of summer); peak (e.g. of cherry blossom season); (in) season<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3310</div>	<ruby>息子<rt>むすこ</rt></ruby>たちは<ruby>若<rt>わか</rt></ruby>い<b><ruby>盛<rt>も</rt></ruby>り</b>だ。	息子たちは若い盛りだ。	My sons are in the heyday of youth.	pos::noun rank::3001-3500
<ruby>相続<rt>そうぞく</rt></ruby>	相続	succession<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3311</div>	<ruby>長男<rt>ちょうなん</rt></ruby>がすべての<ruby>財産<rt>ざいさん</rt></ruby>を<b><ruby>相続<rt>そうぞく</rt></ruby></b>した。	長男がすべての財産を相続した。	The eldest son succeeded to all the property.	pos::noun rank::3001-3500
<ruby>竹<rt>たけ</rt></ruby>	竹	bamboo (any grass of subfamily Bambusoideae)<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3312</div>	<ruby>厳密<rt>げんみつ</rt></ruby>に<ruby>言<rt>い</rt></ruby>えば、<b><ruby>竹<rt>たけ</rt></ruby></b>は<ruby>草<rt>くさ</rt></ruby>の<ruby>一<rt>いち</rt></ruby><ruby>種<rt>しゅ</rt></ruby>である。	厳密に言えば、竹は草の一種である。	Strictly speaking, bamboo is a kind of grass.	pos::noun rank::3001-3500
<ruby>結成<rt>けっせい</rt></ruby>	結成	formation; combination<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3313</div>	<ruby>彼<rt>かれ</rt></ruby>らは、アメリカ<ruby>退職<rt>たいしょく</rt></ruby><ruby>者<rt>しゃ</rt></ruby><ruby>協会<rt>きょうかい</rt></ruby>という<ruby>独自<rt>どくじ</rt></ruby>の<ruby>全国<rt>ぜんこく</rt></ruby><ruby>組織<rt>そしき</rt></ruby>を<b><ruby>結成<rt>けっせい</rt></ruby></b>している。	彼らは、アメリカ退職者協会という独自の全国組織を結成している。	They have formed their own nationwide association, the American Association of Retired Persons.	pos::noun rank::3001-3500
<ruby>緩和<rt>かんわ</rt></ruby>	緩和	relief; mitigation; alleviation<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3314</div>	<ruby>需給<rt>じゅきゅう</rt></ruby><ruby>関係<rt>かんけい</rt></ruby>が<b><ruby>緩和<rt>かんわ</rt></ruby></b>している。	需給関係が緩和している。	The supply-demand balance is relaxing.	pos::noun rank::3001-3500
<ruby>罰<rt>ばち</rt></ruby>	罰	(divine) punishment; curse; retribution<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3315</div>	<ruby>犯罪<rt>はんざい</rt></ruby>にはすべて<b><ruby>罰<rt>ばっ</rt></ruby></b>が<ruby>必要<rt>ひつよう</rt></ruby>である。	犯罪にはすべて罰が必要である。	Every crime calls for punishment.	pos::noun rank::3001-3500
<ruby>脇<rt>わき</rt></ruby>	脇	armpit; under one's arm; side<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3316</div>	<b><ruby>脇<rt>わき</rt></ruby></b>でいろいろ<ruby>言<rt>い</rt></ruby>わないでくれよ。	脇でいろいろ言わないでくれよ。	Don't be a backseat driver.	pos::noun rank::3001-3500
<ruby>芸<rt>げい</rt></ruby>	芸	art; craft; accomplishment<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3317</div>	<ruby>彼<rt>かれ</rt></ruby>の<b><ruby>芸<rt>げい</rt></ruby></b>はこなれていない。	彼の芸はこなれていない。	His talent is green.	pos::noun rank::3001-3500
<ruby>若手<rt>わかて</rt></ruby>	若手	young person<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3318</div>	<b><ruby>若手<rt>わかて</rt></ruby></b>にもっと<ruby>頑張<rt>がんば</rt></ruby>ってもらいたい。	若手にもっと頑張ってもらいたい。	I want the young members to be more active.	pos::noun rank::3001-3500
<ruby>虐殺<rt>ぎゃくさつ</rt></ruby>	虐殺	slaughter; massacre<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3319</div>	<ruby>捕虜<rt>ほりょ</rt></ruby>を<b><ruby>虐殺<rt>ぎゃくさつ</rt></ruby></b>したのは<ruby>残忍<rt>ざんにん</rt></ruby>な<ruby>行為<rt>こうい</rt></ruby>だ。	捕虜を虐殺したのは残忍な行為だ。	The slaughter of the prisoners was a barbarous act.	pos::noun rank::3001-3500
<ruby>観客<rt>かんきゃく</rt></ruby>	観客	spectator; audience<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3320</div>	<b><ruby>観客<rt>かんきゃく</rt></ruby></b>はたっぷりと５<ruby>分間<rt>ふんかん</rt></ruby><ruby>拍手<rt>はくしゅ</rt></ruby>した。	観客はたっぷりと５分間拍手した。	The audience applauded for a full five minutes.	pos::noun rank::3001-3500
<ruby>触<rt>ふ</rt></ruby>れる	触れる	to touch; to feel<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 3321</div>	<b><ruby>触<rt>ふ</rt></ruby>れ</b>ないでそのままにしておきなさい。	触れないでそのままにしておきなさい。	Don't touch it. Leave it as it is.	pos::verb rank::3001-3500
<ruby>通<rt>かよ</rt></ruby>う	通う	to go to and from (a place); to go back and forth between; to run between (e.g. bus, train, etc.)<div style="font-size:12px;color:#a7aebb;margin-top:4px">verb &middot; frequency rank 3322</div>	うちの<ruby>子供<rt>こども</rt></ruby>は<ruby>全員<rt>ぜんいん</rt></ruby><ruby>地元<rt>じもと</rt></ruby>の<ruby>学校<rt>がっこう</rt></ruby>に<b><ruby>通<rt>かよ</rt></ruby>っ</b>ています。	うちの子供は全員地元の学校に通っています。	Our children all go to the local school.	pos::verb rank::3001-3500
<ruby>選手権<rt>せんしゅけん</rt></ruby>	選手権	championship; title (of champion)<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3323</div>	<ruby>彼<rt>かれ</rt></ruby>はまだヘビー<ruby>級<rt>きゅう</rt></ruby>の<b><ruby>選手権<rt>せんしゅけん</rt></ruby></b>を<ruby>保持<rt>ほじ</rt></ruby>している。	彼はまだヘビー級の選手権を保持している。	He still holds the heavyweight title.	pos::noun rank::3001-3500
<ruby>隊長<rt>たいちょう</rt></ruby>	隊長	commanding officer<div style="font-size:12px;color:#a7aebb;margin-top:4px">noun &middot; frequency rank 3324</div>	<b><ruby>隊長<rt>たいちょう</rt></ruby></b><ruby>以下<rt>いか</rt></ruby>の<ruby>者<rt>もの</rt></ruby>がこの<ruby>建物<rt>たてもの</rt></ruby>に<ruby>住<rt>す</rt></ruby>む。	隊長以下の者がこの建物に住む。	Men of the rank of captain and below live in this building.	pos::noun rank::3001-3500
